ID,Name,Description,Contributor,Citation,Language_ID,Contribution_Type,Creator,Year,Contribution_Date,License,Copyright,URL,Source
centralbontoc,Bible in Central Bontoc,"The Bible, translated into Central Bontoc.",ebible.org,Wycliffe Bible Translators (1992): Nan kalin Apo Dios [The Bible in Central Bontoc]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lbk_html.zip,,Primary texts,Wycliffe Bible Translators,1992,2015-03-17,CCBYNCND-4.0,"Copyright © 1992 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lbk_html.zip,CLD-Bible-centralbontoc
lodhi,Bible in Lodhi,"The Bible, translated into Lodhi.",ebible.org,The Word for the World International (2020): परमेश्वर को सच्चो वचन [The Bible in Lodhi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lbm_html.zip,,Primary texts,The Word for the World International,2020,2023-04-13,CCBY-4.0,Copyright © 2020 The Word for the World International,https://ebible.org/Scriptures/lbm_html.zip,CLD-Bible-lodhi
tungag,Bible in Tungag,"The Bible, translated into Tungag.",ebible.org,Wycliffe Bible Translators (1998): AKUS RO NA PALATUNG TANGINANG ANI IESU KARISTO [The Bible in Tungag]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lcm_html.zip,,Primary texts,Wycliffe Bible Translators,1998,2013-08-19,CCBYNCND-4.0,"Copyright © 1998, 2011 The Bible Society of Papua New Guinea",https://ebible.org/Scriptures/lcm_html.zip,CLD-Bible-tungag
westernlawa,Bible in Western Lawa,"The Bible, translated into Western Lawa.",ebible.org,"Wycliffe Bible Translators, Inc. (2018): พระคัมภีร์ละว้า [The Bible in Western Lawa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lcp_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2018,2020-12-01,All rights reserved,"Copyright © 2018 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lcp_html.zip,CLD-Bible-westernlawa
karapapuanewguinea,Bible in Kara (Papua New Guinea),"The Bible, translated into Kara (Papua New Guinea).",ebible.org,Wycliffe Bible Translators (1997): Kara New Testament [The Bible in Kara (Papua New Guinea)]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/leu_html.zip,,Primary texts,Wycliffe Bible Translators,1997,2013-01-10,CCBYNCND-4.0,"Copyright © 1997 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/leu_html.zip,CLD-Bible-karapapuanewguinea
luang,Bible in Luang,"The Bible, translated into Luang.",ebible.org,Wycliffe Bible Translators (2005): Puka Lululi [The Bible in Luang]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lex_html.zip,,Primary texts,Wycliffe Bible Translators,2005,2022-07-01,CCBYNCND-4.0,"Copyright © 2005, 2014 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lex_html.zip,CLD-Bible-luang
wala,Bible in Wala,"The Bible, translated into Wala.",ebible.org,SITAG (2008): Alafuuna Fa'alu Ala Saena 'I Wala [The Bible in Wala]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lgl_html.zip,,Primary texts,SITAG,2008,2017-11-17,CCBYND-4.0,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lgl_html.zip,CLD-Bible-wala
lahushi,Bible in Lahu Shi,"The Bible, translated into Lahu Shi.",ebible.org,"Wycliffe Bible Translators, Inc. (2015): Lad hur Si Liq Phu Awg Suhx [The Bible in Lahu Shi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lhi_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2015,2020-11-18,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lhi_html.zip,CLD-Bible-lahushi
nyindrou,Bible in Nyindrou,"The Bible, translated into Nyindrou.",ebible.org,Wycliffe Bible Translators (2001): Sahou ta Kindrei [The Bible in Nyindrou]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lid_html.zip,,Primary texts,Wycliffe Bible Translators,2001,2015-01-26,CCBYNCND-4.0,"Copyright © 2001 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lid_html.zip,CLD-Bible-nyindrou
limbunt2,Bible in Limbu,"The Bible, translated into Limbu.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Yesu khristarɛ kunisaam [The Bible in Limbu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lifNT2_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lifNT2_html.zip,CLD-Bible-limbunt2
limbunt,Bible in Limbu,"The Bible, translated into Limbu.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): ᤏᤡᤱᤘᤠ᤹ᤑᤢ ᤐᤠ᤺ᤴᤈᤠᤰ ᤁᤢᤛᤱ ᤔᤠᤱᤜᤢᤵ [The Bible in Limbu]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lifNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lifNT_html.zip,CLD-Bible-limbunt
liko,Bible in Liko,"The Bible, translated into Liko.",ebible.org,"Wycliffe Bible Translators, Inc. (2019): AGɄMƐ WAMBƗYA [The Bible in Liko]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lik_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2019,2020-11-18,All rights reserved,"Copyright © 2019 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lik_html.zip,CLD-Bible-liko
kinshasalingala,Bible in Kinshasa Lingala,"The Bible, translated into Kinshasa Lingala.",ebible.org,"Biblica, Inc. (2020): Biblica® Salela na bonsomi Mokanda na Bomoi™ [The Bible in Kinshasa Lingala]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lin_html.zip",,Primary texts,"Biblica, Inc.",2020,2021-11-15,CCBYSA,"Copyright © 2020 Biblica, Inc.",https://ebible.org/Scriptures/lin_html.zip,CLD-Bible-kinshasalingala
sekpele,Bible in Sekpele,"The Bible, translated into Sekpele.",ebible.org,"Wycliffe Bible Translators, Inc. (2008): Onanto eto kakle fɔfɔ; Sɛkpɛle [The Bible in Sekpele]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lip_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2008,2020-11-30,All rights reserved,"Copyright © 2008 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lip_html.zip,CLD-Bible-sekpele
lithuanian,Bible in Lithuanian,"The Bible, translated into Lithuanian.",ebible.org, (2022): Tikinčiųjų paveldo vertimas [The Bible in Lithuanian]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lit_html.zip,,Primary texts,,2022,2023-11-30,CCBYSA,"Copyright © 2022-2024 Believers' Bible Society, Inc.",https://ebible.org/Scriptures/lit_html.zip,CLD-Bible-lithuanian
lole,Bible in Lole,"The Bible, translated into Lole.",ebible.org,Wycliffe Bible Translators (2004): Rote Lole Alkitab [The Bible in Lole]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/llg_html.zip,,Primary texts,Wycliffe Bible Translators,2004,2016-06-28,CCBYND-4.0,Copyright © 2004 Unit Bahasa dan Budaya,https://ebible.org/Scriptures/llg_html.zip,CLD-Bible-lole
lau,Bible in Lau,"The Bible, translated into Lau.",ebible.org,"Wycliffe Bible Translators, Inc. (1992): Lau New Testament [The Bible in Lau]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/llu_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1992,2020-11-23,All rights reserved,"Copyright © 1992 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/llu_html.zip,CLD-Bible-lau
lumun,Bible in Lumun,"The Bible, translated into Lumun.",ebible.org,ECS Diocese of Khartoum Translation Department (2020): Lumun [The Bible in Lumun]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lmd_html.zip,,Primary texts,ECS Diocese of Khartoum Translation Department,2020,2020-11-18,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lmd_html.zip,CLD-Bible-lumun
logo,Bible in Logo,"The Bible, translated into Logo.",ebible.org,"Wycliffe Bible Translators, Inc. (2015): BÚKÙ TÀ TƗ́DHƗ́//RU YÌZO DHƗ ÀDHYA [The Bible in Logo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/log_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2015,2020-11-18,All rights reserved,"Copyright © 2015 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/log_html.zip,CLD-Bible-logo
lobala,Bible in Lobala,"The Bible, translated into Lobala.",ebible.org,"Wycliffe Bible Translators, Inc. (2018): Sangola Eenyakune [The Bible in Lobala]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/loq_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2018,2020-11-18,All rights reserved,"Copyright © 2018 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/loq_html.zip,CLD-Bible-lobala
laragia,Bible in Laragia,"The Bible, translated into Laragia.",ebible.org, (2023): Larrakia Christmas Story [The Bible in Laragia]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lrg_html.zip,,Primary texts,,2023,2023-07-28,CCBYNCND-4.0,Copyright © 2023 Wycliffe Bible Translators,https://ebible.org/Scriptures/lrg_html.zip,CLD-Bible-laragia
larunorthsudan,Bible in Laru (North Sudan),"The Bible, translated into Laru (North Sudan).",ebible.org,ECS Diocese of Khartoum Translation Department (2020): Laro Bible (Bible) [The Bible in Laru (North Sudan)]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lro_html.zip,,Primary texts,ECS Diocese of Khartoum Translation Department,2020,2020-11-18,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lro_html.zip,CLD-Bible-larunorthsudan
aringa,Bible in Aringa,"The Bible, translated into Aringa.",ebible.org,SIL International (in Africa) (2018): Ị́jọ́ Úꞌdí rĩ [The Bible in Aringa]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/luc_html.zip,,Primary texts,SIL International (in Africa),2018,2020-11-11,All rights reserved,"Copyright © 2018 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/luc_html.zip,CLD-Bible-aringa
ganda,Bible in Ganda,"The Bible, translated into Ganda.",ebible.org,"Biblica, Inc. (2017): Biblica® Bayibuli Entukuvu, Endagaano Enkadde nʼEndagaano Empya ekwatiddwa ku katambi™ [The Bible in Ganda]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lug_html.zip",,Primary texts,"Biblica, Inc.",2017,2021-12-30,CCBYSA,"Copyright © 2017 Biblica, Inc.",https://ebible.org/Scriptures/lug_html.zip,CLD-Bible-ganda
luokenyaandtanzania,Bible in Luo (Kenya and Tanzania),"The Bible, translated into Luo (Kenya and Tanzania).",ebible.org,"Biblica, Inc. (2020): Biblica® Ochiw Thuolo Motingʼo Loko Manyien™ [The Bible in Luo (Kenya and Tanzania)]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/luo_html.zip",,Primary texts,"Biblica, Inc.",2020,2021-04-12,CCBYSA-4.0,"Copyright © 2020 Biblica, Inc.",https://ebible.org/Scriptures/luo_html.zip,CLD-Bible-luokenyaandtanzania
luwo,Bible in Luwo,"The Bible, translated into Luwo.",ebible.org,"Wycliffe Bible Translators, Inc. (2003): Anweehd Me Nyaahn [The Bible in Luwo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lwo_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2003,2020-11-18,All rights reserved,"Copyright © 2003 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lwo_html.zip,CLD-Bible-luwo
lewo,Bible in Lewo,"The Bible, translated into Lewo.",ebible.org,Wycliffe Bible Translators (2016): Lologena Wo Kienane Yesu Kristo Kome Kewo [The Bible in Lewo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/lww_html.zip,,Primary texts,Wycliffe Bible Translators,2016,2022-03-11,CCBYNCND-4.0,"Copyright © 2016 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/lww_html.zip,CLD-Bible-lewo
sanjeronimotecoatlmazatecnt,Bible in San Jerónimo Tecóatl Mazatec,"The Bible, translated into San Jerónimo Tecóatl Mazatec.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): 'Én-la̱ Nainá xi kjoa̱ ts'e̱ Jesucristo [The Bible in San Jerónimo Tecóatl Mazatec]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/maaNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2014-04-30,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/maaNT_html.zip,CLD-Bible-sanjeronimotecoatlmazatecnt
maithili,Bible in Maithili,"The Bible, translated into Maithili.",ebible.org,Bible Society of India (2020): jivən səndesh [The Bible in Maithili]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mai_html.zip,,Primary texts,Bible Society of India,2020,2020-11-18,All rights reserved,"Copyright © 2020 Wycliffe Bible Translators, Inc. and The Bible Society of India",https://ebible.org/Scriptures/mai_html.zip,CLD-Bible-maithili
jalapadediazmazatecnt,Bible in Jalapa De Díaz Mazatec,"The Bible, translated into Jalapa De Díaz Mazatec.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): Éhe̱n Nti̱a̱ná [The Bible in Jalapa De Díaz Mazatec]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/majNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2014-04-30,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/majNT_html.zip,CLD-Bible-jalapadediazmazatecnt
malayalam,Bible in Malayalam,"The Bible, translated into Malayalam.",ebible.org,Bridge Connectivity Solutions Pvt. Ltd. (2017): Indian Revised Version in Malayalam [The Bible in Malayalam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mal_html.zip,,Primary texts,Bridge Connectivity Solutions Pvt. Ltd.,2017,2023-04-13,CCBYSA,"Copyright © 2017, 2019 Bridge Communication Systems",https://ebible.org/Scriptures/mal_html.zip,CLD-Bible-malayalam
malayalamc,Bible in Malayalam,"The Bible, translated into Malayalam.",ebible.org,"Biblica, Inc. (2021): Biblica® സ്വതന്ത്രം സമകാലിക മലയാളവിവർത്തനം 2020 [The Bible in Malayalam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/malc_html.zip",,Primary texts,"Biblica, Inc.",2021,2021-11-15,CCBYSA,"Copyright © 2021 Biblica, Inc.",https://ebible.org/Scriptures/malc_html.zip,CLD-Bible-malayalamc
mamc,Bible in Mam,"The Bible, translated into Mam.",ebible.org,"Wycliffe Bible Translators, Inc. (2009): Ak'aj tu'jil tyol qman [The Bible in Mam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mamC_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2009,2014-04-30,CCBYNCND-4.0,"Copyright © 2009 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mamC_html.zip,CLD-Bible-mamc
mamnt,Bible in Mam,"The Bible, translated into Mam.",ebible.org,"Wycliffe Bible Translators, Inc. (2000): Acʼaj testamento (El Nuevo testamento in Mam de Todos Santos) [The Bible in Mam]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mamNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2000,2014-04-30,CCBYNCND-4.0,"Copyright © 2000 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mamNT_html.zip,CLD-Bible-mamnt
chiquihuitlanmazatecnt,Bible in Chiquihuitlán Mazatec,"The Bible, translated into Chiquihuitlán Mazatec.",ebible.org,"Wycliffe Bible Translators, Inc. (1991): Compromisu xi majo xi casahmi nina cojo xuta (El Nuevo Testamento en el mazateco de Chiquihuitlán de Juárez ... y en español) [The Bible in Chiquihuitlán Mazatec]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/maqNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1991,2014-04-30,CCBYNCND-4.0,"Copyright © 1991 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/maqNT_html.zip,CLD-Bible-chiquihuitlanmazatecnt
marathi,Bible in Marathi,"The Bible, translated into Marathi.",ebible.org,Bridge Connectivity Solutions Pvt. Ltd. (2017): इंडियन रीवाइज्ड वर्जन (IRV) - मराठी [The Bible in Marathi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mar_html.zip,,Primary texts,Bridge Connectivity Solutions Pvt. Ltd.,2017,2023-04-13,CCBYSA,"Copyright © 2017, 2019 Bridge Connectivity Solutions",https://ebible.org/Scriptures/mar_html.zip,CLD-Bible-marathi
huautlamazatecnt,Bible in Huautla Mazatec,"The Bible, translated into Huautla Mazatec.",ebible.org,"Wycliffe Bible Translators, Inc. (1960): Xon⁴-le⁴ ni³na¹ xi³ tʔa³tsʔe⁴ Jesucristo [The Bible in Huautla Mazatec]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mauNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1960,2014-04-30,CCBYNCND-4.0,"Copyright © 1960 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mauNT_html.zip,CLD-Bible-huautlamazatecnt
sateremawent,Bible in Sateré-Mawé,"The Bible, translated into Sateré-Mawé.",ebible.org,"Wycliffe Bible Translators, Inc. (2011): Tupana Ehay Satere Mawe Pusupuo [The Bible in Sateré-Mawé]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mavNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2011,2014-04-30,CCBYNCND-4.0,"Copyright © 2011 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mavNT_html.zip,CLD-Bible-sateremawent
centralmazahuant,Bible in Central Mazahua,"The Bible, translated into Central Mazahua.",ebible.org,"Wycliffe Bible Translators, Inc. (2007): Nu o̱ jña mizhocjimi nu mama ja ga cja e Jesucristo [The Bible in Central Mazahua]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mazNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2007,2014-04-30,CCBYNCND-4.0,"Copyright © 2007 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mazNT_html.zip,CLD-Bible-centralmazahuant
westernbukidnonmanoboot,Bible in Western Bukidnon Manobo,"The Bible, translated into Western Bukidnon Manobo.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): Is Lalag te Megbevayà [The Bible in Western Bukidnon Manobo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mbbOT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2014-12-09,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mbbOT_html.zip,CLD-Bible-westernbukidnonmanoboot
macushint,Bible in Macushi,"The Bible, translated into Macushi.",ebible.org,"Wycliffe Bible Translators, Inc. (2013): Amenan pe paapaya uyetato'kon [The Bible in Macushi]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mbcNT_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",2013,2014-04-30,CCBYNCND-4.0,"Copyright © 2013 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mbcNT_html.zip,CLD-Bible-macushint
dibabawonmanobo,Bible in Dibabawon Manobo,"The Bible, translated into Dibabawon Manobo.",ebible.org,"Wycliffe Bible Translators, Inc. (1988): Dibabawon Manobo texts [The Bible in Dibabawon Manobo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mbd_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1988,2020-11-17,All rights reserved,"Copyright © 1988 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mbd_html.zip,CLD-Bible-dibabawonmanobo
mangseng,Bible in Mangseng,"The Bible, translated into Mangseng.",ebible.org,Wycliffe Bible Translators (1999): God Ile Riong Kinnga Ponganga nge Mangsengre Okei [The Bible in Mangseng]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mbh_html.zip,,Primary texts,Wycliffe Bible Translators,1999,2012-11-24,CCBYNCND-4.0,"Copyright © 1999 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mbh_html.zip,CLD-Bible-mangseng
ilianenmanobo,Bible in Ilianen Manobo,"The Bible, translated into Ilianen Manobo.",ebible.org,"Wycliffe Bible Translators, Inc. (1989): Ke meupiya ne tudtul mekeatag ki Hisu Kristu [The Bible in Ilianen Manobo]. Makawao: ebible.org.  URL: https://ebible.org/Scriptures/mbi_html.zip",,Primary texts,"Wycliffe Bible Translators, Inc.",1989,2020-11-18,All rights reserved,"Copyright © 1989 Wycliffe Bible Translators, Inc.",https://ebible.org/Scriptures/mbi_html.zip,CLD-Bible-ilianenmanobo
